"","kill_num","species","dod","utm_e","utm_n","age","year","month","day","jday","season","long","lat"
"238","18-112","elk",2018-03-17,528226,4986426,"young",2018,3,17,76,"winter",-110.641679994539,45.0307248995145
"239","18-113","elk",2018-02-26,528473,4986209,"young",2018,2,26,57,"winter",-110.638556765448,45.0287616497422
"240","18-131","elk",2018-03-29,535728,4982940,"adult",2018,3,29,88,"spring",-110.546694820106,44.9990067471006
"241","18-132","elk",2018-03-27,529656,4984167,"old adult",2018,3,27,86,"spring",-110.623660226027,45.0103316612743
"242","18-133","elk",2018-03-28,529135,4985007,"young",2018,3,28,87,"spring",-110.630223009262,45.0179146988013
"243","18-200","elk",2018-11-20,544128,4974711,"old adult",2018,11,20,324,"fall",-110.440842960035,44.9244601880083
"244","18-207","mule deer",2018-11-16,530483,4982438,"adult",2018,11,16,320,"fall",-110.613270413486,44.9947326266319
"245","18-209","mule deer",2018-11-14,518768,4984634,"young",2018,11,14,318,"fall",-110.761811864279,45.0149072408553
"246","18-212","coyote",2018-11-20,523157,4983244,"yearling",2018,11,20,324,"fall",-110.706174901073,45.0022649926092
"247","18-213","mule deer",2018-11-18,517417,4984183,"young",2018,11,18,322,"fall",-110.778973137225,45.0108818830777
"248","18-219","elk",2018-11-14,527714,4986522,"yearling",2018,11,14,318,"fall",-110.648174251868,45.0316092708309
"249","18-223","mule deer",2018-11-26,529263,4984134,"adult",2018,11,26,330,"fall",-110.62864927804,45.0100509296392
"250","18-225","mule deer",2018-11-24,523662,4986060,"young",2018,11,24,328,"fall",-110.69963486653,45.0275973391661
"251","18-227","mule deer",2018-11-23,517381,4983491,"adult",2018,11,23,327,"fall",-110.779453889917,45.0046534874941
"252","18-229","mule deer",2018-11-30,527977,4982458,"yearling",2018,11,30,334,"fall",-110.645061609133,44.9950158941889
"253","18-233","elk",2018-11-19,528446,4985670,"adult",2018,11,19,323,"fall",-110.638930006488,45.0239108142131
"254","18-234","mule deer",2018-11-25,534732,4985093,"adult",2018,11,25,329,"fall",-110.559182731855,45.0184367504115
"255","18-236","mule deer",2018-12-01,515879,4987817,"young",2018,12,1,335,"fall",-110.798375876986,45.0436306316622
"256","18-243","mule deer",2018-12-04,523909,4988794,"young",2018,12,4,338,"fall",-110.696369357274,45.0521998000719
"257","18-251","elk",2018-12-13,530666,4985112,"young",2018,12,13,347,"fall",-110.610785824476,45.0187953097798
"258","18-252","mule deer",2018-12-05,513436,4986424,"adult",2018,12,5,339,"fall",-110.829433056561,45.0311416360775
"259","18-254","pronghorn",2018-12-14,520125,4985812,"old adult",2018,12,14,348,"fall",-110.744542943864,45.0254741516652
"260","18-255","mule deer",2018-12-08,526285,4976615,"young",2018,12,8,342,"fall",-110.666831917656,44.9424829327345
"261","18-257","mule deer",2018-12-10,527715,4988710,"adult",2018,12,10,344,"fall",-110.648040819871,45.0513049325488
"262","18-262","elk",2018-12-04,525942,4980755,"old adult",2018,12,4,338,"fall",-110.670966503133,44.9797631507656
"263","18-263","pronghorn",2018-12-10,526484,4982664,"adult",2018,12,10,344,"fall",-110.663991818204,44.9969275566991
"264","18-269","elk",2018-12-10,524512,4986532,"young",2018,12,10,344,"fall",-110.688822112178,45.0318172768241
"265","18-272","elk",2018-02-01,527620,4978021,"unk",2018,2,1,32,"winter",-110.649833865275,44.9550889023147
"266","18-273","mule deer",2018-02-12,528635,4984170,"unk",2018,2,12,43,"winter",-110.636616456458,45.0104006266559
"267","18-274","mule deer",2018-02-12,527184,4988977,"adult",2018,2,12,43,"winter",-110.654769528016,45.0537289631273
"268","18-275","mule deer",2018-02-19,539757,4980194,"young",2018,2,19,50,"winter",-110.495794809982,44.974074020165
"269","18-276","elk",2018-02-11,539304,4981834,"young",2018,2,11,42,"winter",-110.501411678887,44.9888618876054
"270","18-277","mule deer",2018-02-20,526259,4986923,"young",2018,2,20,51,"winter",-110.666624015691,45.0352743689298
"271","18-278","mule deer",2018-02-22,526173,4986685,"young",2018,2,22,53,"winter",-110.667728223984,45.0331351411119
"272","18-279","elk",2018-02-02,533055,4970931,"adult",2018,2,2,33,"winter",-110.58139441121,44.8910340304451
"273","18-280","mule deer",2018-02-25,525714,4980262,"yearling",2018,2,25,56,"winter",-110.673883433959,44.9753335499966
"274","18-281","mule deer",2018-02-17,524964,4982122,"yearling",2018,2,17,48,"winter",-110.683302953681,44.9921036910245
"275","18-282","mule deer",2018-02-20,527423,4985818,"unk",2018,2,20,51,"winter",-110.651906804098,45.0252833835485
"276","18-283","mule deer",2018-02-24,539784,4981531,"adult",2018,2,24,55,"winter",-110.495346838602,44.9861076590881
"277","18-284","fox",2018-03-03,528749,4985369,"adult",2018,3,3,62,"winter",-110.635101265144,45.0211890758893
"278","18-285","fox",2018-03-07,546660,4976934,"adult",2018,3,7,66,"winter",-110.408555644715,44.944309049627
"279","18-286","mule deer",2018-03-08,517105,4985220,"young",2018,3,8,67,"winter",-110.782897211299,45.0202243828419
"280","18-287","mule deer",2018-03-07,518445,4984748,"adult",2018,3,7,66,"winter",-110.765906901119,45.015941924927
"281","18-288","mule deer",2018-03-07,518589,4984661,"adult",2018,3,7,66,"winter",-110.764082568854,45.015155005441
"282","18-289","cougar",2018-03-05,534660,4981732,"yearling",2018,3,5,64,"winter",-110.560328004035,44.9881857072804
"283","18-290","mule deer",2018-03-09,529307,4984208,"yearling",2018,3,9,68,"winter",-110.62808661393,45.0107152400615
"284","18-291","mule deer",2018-03-04,526525,4987556,"young",2018,3,4,63,"winter",-110.663213597344,45.0409625443733
"285","18-292","mule deer",2018-03-10,526426,4987578,"young",2018,3,10,69,"winter",-110.664469415524,45.0411642817622
"286","18-293","mule deer",2018-03-17,515820,4988558,"unk",2018,3,17,76,"winter",-110.799101679801,45.0503022836054
"287","18-294","mule deer",2018-03-14,532057,4983747,"young",2018,3,14,73,"winter",-110.593218621329,45.0064464862526
"288","18-295","mule deer",2018-03-20,544253,4977544,"young",2018,3,20,79,"winter",-110.439010873361,44.949953939471
"289","18-296","mule deer",2018-03-13,527565,4986286,"unk",2018,3,13,72,"winter",-110.65007869772,45.0294906784851
"290","18-297","mule deer",2018-03-15,528223,4986421,"adult",2018,3,15,74,"winter",-110.641718358638,45.0306800104833
"291","18-298","elk",2018-03-24,542343,4978854,"unk",2018,3,24,83,"spring",-110.463112642156,44.9618624036366
"292","18-299","unk deer",2018-03-21,516848,4988807,"yearling",2018,3,21,80,"spring",-110.786038830002,45.0525200176633
"293","18-300","mule deer",2018-03-27,516923,4988478,"adult",2018,3,27,86,"spring",-110.785097465256,45.0495566427424
"294","18-301","beaver",2018-03-29,531649,4984767,"unk",2018,3,29,88,"spring",-110.598331561314,45.0156465308684
"295","18-302","elk",2018-05-28,530838,4981448,"young",2018,5,28,148,"spring",-110.608827352028,44.9858055720754
"296","18-303","elk",2018-05-24,526832,4985223,"young",2018,5,24,144,"spring",-110.65944027004,45.019949971465
"297","18-304","elk",2018-05-20,531647,4981627,"yearling",2018,5,20,140,"spring",-110.598554383044,44.9873812718531
"298","18-305","elk",2018-05-21,531712,4982214,"young",2018,5,21,141,"spring",-110.597692907834,44.9926623806206
"299","18-306","elk",2018-05-22,531944,4982155,"young",2018,5,22,142,"spring",-110.59475350879,44.9921208738355
"300","18-307","elk",2018-05-18,536190,4983333,"young",2018,5,18,138,"spring",-110.540805044854,45.0025209739424
"301","18-308","elk",2018-05-19,526067,4983991,"young",2018,5,19,139,"spring",-110.669213564324,45.0088883512701
"302","18-309","mule deer",2018-05-17,518189,4984161,"yearling",2018,5,17,137,"spring",-110.769177103084,45.0106644623688
"303","18-310","elk",2018-05-23,517052,4986143,"young",2018,5,23,143,"spring",-110.783538592376,45.0285343433396
"304","18-311","elk",2018-05-25,543050,4975996,"young",2018,5,25,145,"spring",-110.454392439336,44.9360933409587
"305","18-312","mule deer",2018-05-27,527392,4985499,"young",2018,5,27,147,"spring",-110.652317676379,45.0224130324662
"306","18-313","elk",2018-06-02,533678,4980582,"young",2018,6,2,153,"spring",-110.572861479853,44.9778810254142
"307","18-314","bh sheep",2018-06-01,517785,4983518,"yearling",2018,6,1,152,"spring",-110.774326651533,45.0048865229035
"308","18-315","mule deer",2018-05-31,519148,4984508,"yearling",2018,5,31,151,"spring",-110.756994054358,45.0137628512828
"309","18-316","elk",2018-05-29,531161,4980658,"young",2018,5,29,149,"spring",-110.604779133675,44.9786800901743
"310","18-317","elk",2018-05-20,549683,4975557,"young",2018,5,20,140,"spring",-110.370374972687,44.9317091457301
"311","18-318","elk",2018-05-22,549061,4976059,"young",2018,5,22,142,"spring",-110.378208254529,44.9362710829397
"312","18-319","elk",2018-05-26,543809,4981218,"young",2018,5,26,146,"spring",-110.44431992292,44.9830531658631
"313","18-320","elk",2018-05-27,544748,4981671,"young",2018,5,27,147,"spring",-110.432369840883,44.9870722780488
"314","18-321","elk",2018-06-02,541433,4979592,"young",2018,6,2,153,"spring",-110.474589842557,44.9685592451592
"315","18-322","elk",2018-05-29,541214,4980848,"young",2018,5,29,149,"spring",-110.477264153108,44.9798779879373
"316","18-323","elk",2018-06-05,538168,4982514,"young",2018,6,5,156,"spring",-110.515770267701,44.9950449900274
"317","18-324","elk",2018-06-03,526177,4984255,"young",2018,6,3,154,"spring",-110.667803966795,45.0112607642899
"318","18-325","elk",2018-05-29,527131,4980794,"young",2018,5,29,149,"spring",-110.655884073181,44.9800697776245
"319","18-326","elk",2018-06-05,540652,4977878,"young",2018,6,5,156,"spring",-110.484631413083,44.9531755942641
"320","18-327","mule deer",2018-06-08,540078,4978408,"young",2018,6,8,159,"spring",-110.491865947345,44.9579790706668
"321","18-328","marmot",2018-06-09,539560,4980128,"unk",2018,6,9,160,"spring",-110.498298282291,44.9734909156188
"322","18-329","pronghorn",2018-06-05,525673,4978479,"adult",2018,6,5,156,"spring",-110.674494193445,44.9592847648326
"323","18-330","elk",2018-06-09,528663,4968363,"young",2018,6,9,160,"spring",-110.637158428683,44.8681073788856
"324","18-331","elk",2018-06-07,528249,4974032,"young",2018,6,7,158,"spring",-110.642082703535,44.9191557916027
"325","18-332","mule deer",2018-06-08,528916,4969623,"young",2018,6,8,159,"spring",-110.633883886934,44.8794396068561
"326","18-333","elk",2018-06-11,527032,4984141,"young",2018,6,11,162,"spring",-110.656960010806,45.0102024893134
"327","18-334","elk",2018-06-07,530285,4983955,"young",2018,6,7,158,"spring",-110.615691046913,45.0083967170805
"328","18-335","elk",2018-06-09,528567,4983054,"young",2018,6,9,160,"spring",-110.637542728188,45.0003574292993
"329","18-336","bh sheep",2018-06-06,516348,4985391,"young",2018,6,6,157,"spring",-110.792499701939,45.021781557012
"330","18-337","marmot",2018-06-11,542804,4975690,"unk",2018,6,11,162,"spring",-110.457535990073,44.9333536952993
"331","18-338","marmot",2018-06-14,545378,4978744,"unk",2018,6,14,165,"spring",-110.424642184038,44.9606848489125
"332","18-339","elk",2018-06-18,531408,4978859,"young",2018,6,18,169,"spring",-110.601758544884,44.9624750474451
"333","18-340","elk",2018-06-15,549431,4975133,"young",2018,6,15,166,"spring",-110.373609825004,44.9279100713016
"334","18-341","elk",2018-06-18,529919,4982926,"young",2018,6,18,169,"spring",-110.620396567931,44.999149478052
"335","18-342","elk",2018-06-21,527260,4982562,"young",2018,6,21,172,"summer",-110.654152240075,44.9959799862853
"336","18-343","mule deer",2018-06-15,530876,4981968,"young",2018,6,15,166,"spring",-110.60831346422,44.9904848223857
"337","18-344","mountain goat",2018-06-14,519064,4982286,"young",2018,6,14,165,"spring",-110.758144258106,44.9937630243474
"338","18-345","bh sheep",2018-06-15,518093,4982739,"young",2018,6,15,166,"spring",-110.770446483577,44.9978662902753
"339","18-346","elk",2018-06-17,519903,4980961,"young",2018,6,17,168,"spring",-110.747552732119,44.9818125245501
"340","18-347","elk",2018-06-23,543235,4981182,"young",2018,6,23,174,"summer",-110.45160338044,44.9827643025872
"341","18-348","elk",2018-06-17,529140,4979910,"yearling",2018,6,17,168,"spring",-110.630454555824,44.9720325870007
"342","18-349","elk",2018-06-21,526836,4977969,"young",2018,6,21,172,"summer",-110.659775998877,44.9546508494637
"343","18-350","elk",2018-06-24,513892,4988571,"young",2018,6,24,175,"summer",-110.823584884822,45.0504597509845
"344","18-351","elk",2018-06-25,529259,4971642,"adult",2018,6,25,176,"summer",-110.629424445331,44.8976004687727
"345","18-352","mule deer",2018-06-18,526066,4977023,"adult",2018,6,18,169,"spring",-110.66958667645,44.9461637579202
"346","18-353","marmot",2018-06-27,531201,4980373,"unk",2018,6,27,178,"summer",-110.604289463884,44.9761128352809
"347","18-354","mule deer",2018-06-28,525357,4971878,"young",2018,6,28,179,"summer",-110.678831989077,44.8998745932187
"348","18-355","elk",2018-07-02,526136,4973972,"young",2018,7,2,183,"summer",-110.66885723508,44.9186964410936
"349","18-356","elk",2018-06-27,543444,4978986,"yearling",2018,6,27,178,"summer",-110.449141797914,44.9629841318044
"350","18-357","fox",2018-07-07,544464,4978199,"unk",2018,7,7,188,"summer",-110.436278466333,44.9558367947309
"351","18-358","marmot",2018-07-09,535973,4978826,"unk",2018,7,9,190,"summer",-110.543880159571,44.9619614878229
"352","18-359","unk",2018-07-04,528916,4981161,"young",2018,7,4,185,"summer",-110.633223419641,44.9833029674269
"353","18-360","elk",2018-07-02,531291,4967886,"young",2018,7,2,183,"summer",-110.603921091303,44.8637029233408
"354","18-361","marmot",2018-07-08,532985,4986304,"unk",2018,7,8,189,"summer",-110.581275524496,45.0294211766316
"355","18-362","elk",2018-07-07,538636,4983452,"unk",2018,7,7,188,"summer",-110.509761065196,45.0034631608681
"356","18-363","marmot",2018-07-10,530703,4985352,"unk",2018,7,10,191,"summer",-110.610301574934,45.0209541133265
"357","18-364","elk",2018-07-13,540276,4978838,"young",2018,7,13,194,"summer",-110.48932134322,44.9618385758773
"358","18-365","marmot",2018-07-14,531929,4983717,"unk",2018,7,14,195,"summer",-110.594844716594,45.0061822090904
"359","18-366","elk",2018-07-12,525042,4981402,"young",2018,7,12,193,"summer",-110.682349249593,44.9856196423654
"360","18-367","unk deer",2018-07-05,506716,4959998,"young",2018,7,5,186,"summer",-110.915092768372,44.7933488504262
"361","18-368","unk deer",2018-07-05,506713,4959980,"adult",2018,7,5,186,"summer",-110.915130933411,44.7931868382168
"362","18-369","elk",2018-07-15,528106,4978190,"young",2018,7,15,196,"summer",-110.64366306439,44.9565911525609
"363","18-370","bh sheep",2018-07-15,548465,4974100,"young",2018,7,15,196,"summer",-110.385949342748,44.9186779725302
"364","18-371","mule deer",2018-06-20,529723,4962865,"adult",2018,6,20,171,"spring",-110.624062317368,44.8185710688398
"365","18-372","mule deer",2018-06-20,529723,4962865,"young",2018,6,20,171,"spring",-110.624062317368,44.8185710688398
"366","18-373","mule deer",2018-06-27,526536,4967337,"adult",2018,6,27,178,"summer",-110.664137099037,44.8589537088619
"367","18-374","mule deer",2018-07-14,525092,4967306,"adult",2018,7,14,195,"summer",-110.682414875469,44.8587269323206
"368","18-375","pronghorn",2018-07-17,526716,4983815,"adult",2018,7,17,198,"summer",-110.660987336964,45.0072798915622
"369","18-376","mule deer",2018-07-17,551165,4974094,"young",2018,7,17,198,"summer",-110.351743131974,44.9184349137359
"370","18-377","marmot",2018-07-17,551165,4974094,"unk",2018,7,17,198,"summer",-110.351743131974,44.9184349137359
"371","18-378","elk",2018-07-16,520830,4981511,"young",2018,7,16,197,"summer",-110.735772155182,44.9867369499446
"372","18-379","mule deer",2018-07-18,533679,4967478,"young",2018,7,18,199,"summer",-110.573721893371,44.8599213198777
"373","18-380","elk",2018-07-28,525595,4979947,"young",2018,7,28,209,"summer",-110.67540861749,44.972502275096
"374","19-055","mule deer",2019-02-18,518433,4984789,"young",2019,2,18,49,"winter",-110.766057694047,45.0163113118751
"375","19-071","elk",2019-02-28,533829,4969485,"adult",2019,2,28,59,"winter",-110.571689414361,44.8779809962684
"376","19-074","mule deer",2019-03-05,514876,4987807,"young",2019,3,5,64,"winter",-110.811111726929,45.0435623871759
"377","19-082","mule deer",2019-02-24,529738,4985342,"adult",2019,2,24,55,"winter",-110.622550177217,45.0209052329927
"378","19-083","mule deer",2019-03-04,529716,4985298,"young",2019,3,4,63,"winter",-110.622832006813,45.020510080752
"379","19-084","elk",2019-02-25,529369,4985105,"yearling",2019,2,25,56,"winter",-110.62724745591,45.0187872117088
"380","19-096","porcupine",2019-03-02,533376,4969691,"adult",2019,3,2,61,"winter",-110.57741113844,44.8798567478519
"381","19-099","mule deer",2019-03-16,526170,4986879,"adult",2019,3,16,75,"winter",-110.667756204448,45.0348815859167
"382","19-102","mule deer",2019-03-11,535541,4983021,"adult",2019,3,11,70,"winter",-110.549061621967,44.9997452731348
"383","19-103","elk",2019-03-12,536920,4982679,"yearling",2019,3,12,71,"winter",-110.531590753795,44.9965962927224
"384","19-104","elk",2019-03-16,534139,4982380,"young",2019,3,16,75,"winter",-110.566892917324,44.9940440502009
"385","19-106","mule deer",2019-02-22,526238,4986968,"young",2019,2,22,53,"winter",-110.66688827045,45.0356802241938
"386","19-107","mule deer",2019-02-23,526163,4986905,"young",2019,2,23,54,"winter",-110.667843718213,45.0351158891377
"387","19-108","mule deer",2019-03-05,526172,4986824,"young",2019,3,5,64,"winter",-110.667733678679,45.0343864174114
"388","19-109","elk",2019-03-05,526218,4986510,"young",2019,3,5,64,"winter",-110.667166079939,45.0315581759519
"389","19-110","elk",2019-02-15,526207,4986423,"adult",2019,2,15,46,"winter",-110.667310258221,45.0307754326855
"390","19-111","mule deer",2019-02-25,526168,4986410,"young",2019,2,25,56,"winter",-110.667806019732,45.0306598513781
"391","19-112","elk",2019-02-22,526147,4986391,"young",2019,2,22,53,"winter",-110.668073591776,45.0304895936654
"392","19-113","mule deer",2019-03-03,526150,4986385,"adult",2019,3,3,62,"winter",-110.66803582075,45.0304354726091
"393","19-115","elk",2019-03-02,526265,4986442,"young",2019,3,2,61,"winter",-110.666572985623,45.0309443182645
"394","19-120","elk",2019-03-11,526158,4986440,"yearling",2019,3,11,70,"winter",-110.667931402663,45.0309302723624
"395","19-121","mule deer",2019-03-21,527064,4986251,"young",2019,3,21,80,"spring",-110.656440364377,45.0291949273415
"396","19-122","mule deer",2019-03-19,527567,4986276,"adult",2019,3,19,78,"winter",-110.650053857907,45.0294005835704
"397","19-123","mule deer",2019-03-22,526737,4986374,"young",2019,3,22,81,"spring",-110.660584796558,45.0303145508595
"398","19-124","mule deer",2019-02-24,525313,4986164,"yearling",2019,2,24,55,"winter",-110.678672174533,45.0284764786042
"399","19-125","elk",2019-03-12,527396,4986191,"yearling",2019,3,12,71,"winter",-110.6522291912,45.0286420685603
"400","19-133","elk",2019-03-20,528837,4985514,"young",2019,3,20,79,"winter",-110.63397602493,45.0224907494771
"401","19-135","mule deer",2019-03-17,528609,4986147,"young",2019,3,17,76,"winter",-110.636833912015,45.0281980675025
"402","19-137","mule deer",2019-03-01,526220,4986800,"young",2019,3,1,60,"winter",-110.667125557979,45.0341686016033
"403","19-138","mule deer",2019-03-05,526222,4986790,"young",2019,3,5,64,"winter",-110.667100689418,45.0340785103863
"404","19-139","mule deer",2019-02-28,526244,4986851,"young",2019,2,28,59,"winter",-110.66681820866,45.0346268008652
"405","19-140","mule deer",2019-03-09,526495,4987512,"young",2019,3,9,68,"winter",-110.663596820072,45.0405675918779
"406","19-143","mule deer",2019-03-27,527910,4985662,"young",2019,3,27,86,"spring",-110.645733859776,45.0238601073499
"407","19-144","elk",2019-03-12,526777,4978457,"young",2019,3,12,71,"winter",-110.660498079049,44.9590459718237
"408","19-145","elk",2019-03-24,526659,4978307,"young",2019,3,24,83,"spring",-110.662002086184,44.95770013407
"409","19-148","mule deer",2019-03-16,540416,4981851,"yearling",2019,3,16,75,"winter",-110.487304668927,44.9889524611954
"410","19-149","elk",2019-03-18,540914,4981331,"young",2019,3,18,77,"winter",-110.481029808718,44.9842431062559
"411","19-155","mule deer",2019-03-28,531085,4985095,"young",2019,3,28,87,"spring",-110.605469034962,45.0186240340131
"412","19-156","elk",2019-03-29,528844,4985893,"young",2019,3,29,88,"spring",-110.633865430594,45.0259021107745
"413","19-165","elk",2019-04-27,526068,4977937,"old adult",2019,4,27,117,"spring",-110.669514111443,44.954391380807
"414","19-171","elk",2019-04-29,544791,4978047,"old adult",2019,4,29,119,"spring",-110.432146406599,44.9544480199851
"415","19-172","mule deer",2019-05-03,527106,4985779,"adult",2019,5,3,123,"spring",-110.655932665948,45.0249445096126
"416","19-173","pronghorn",2019-05-08,525904,4984825,"old adult",2019,5,8,128,"spring",-110.671239026834,45.0164017902449
"417","19-174","mule deer",2019-04-29,514362,4994649,"young",2019,4,29,119,"spring",-110.817442230486,45.1051630619537
"418","19-176","mule deer",2019-05-09,524610,4987414,"adult",2019,5,9,129,"spring",-110.687534823722,45.03975341179
"419","19-177","elk",2019-05-12,541850,4978982,"old adult",2019,5,12,132,"spring",-110.469352735955,44.9630438230109
"420","19-178","mule deer",2019-05-13,528214,4983995,"adult",2019,5,13,133,"spring",-110.641968734843,45.008842196815
"421","19-179","mule deer",2019-05-09,527286,4984804,"adult",2019,5,9,129,"spring",-110.653700806821,45.0161609168211
"422","19-180","elk",2019-05-05,540787,4983897,"unk",2019,5,5,125,"spring",-110.482432780877,45.0073484334377
"423","19-186","mule deer",2019-05-07,516466,4989985,"adult",2019,5,7,127,"spring",-110.790851352846,45.0631330946067
"424","19-187","mule deer",2019-05-10,514881,4989179,"young",2019,5,10,130,"spring",-110.811007571425,45.0559127508447
"425","19-188","mule deer",2019-04-26,514024,4989950,"young",2019,4,26,116,"spring",-110.821870083459,45.0628706230818
"426","19-196","mule deer",2019-04-29,525237,4987090,"adult",2019,4,29,119,"spring",-110.679590409122,45.0368147950226
"427","19-197","mule deer",2019-05-18,525834,4987468,"adult",2019,5,18,138,"spring",-110.671991564964,45.0401959287659
"428","19-198","mule deer",2019-05-17,525598,4987587,"young",2019,5,17,137,"spring",-110.674981890094,45.0412756997002
"429","19-199","elk",2019-04-30,526303,4987339,"young",2019,4,30,120,"spring",-110.666043633926,45.0390174504704
"430","19-203","elk",2019-05-18,534842,4980458,"old adult",2019,5,18,138,"spring",-110.558107457821,44.9767086471045
"431","19-204","elk",2019-05-02,529350,4985895,"adult",2019,5,2,122,"spring",-110.627442480511,45.0258993424216
"432","19-205","elk",2019-05-12,529682,4985732,"old adult",2019,5,12,132,"spring",-110.623237916738,45.0244182414233
"433","19-206","elk",2019-05-04,528872,4986105,"young",2019,5,4,124,"spring",-110.633497839145,45.0278093312185
"434","19-207","elk",2019-05-18,525967,4984140,"young",2019,5,18,138,"spring",-110.670474838049,45.0102332823289
"435","19-208","elk",2019-05-20,526299,4984698,"young",2019,5,20,140,"spring",-110.666232604533,45.0152440271088
"436","19-209","elk",2019-05-20,533567,4983054,"young",2019,5,20,140,"spring",-110.574104496378,45.0001384732401
"437","19-214","mule deer",2019-05-27,514427,4987760,"yearling",2019,5,27,147,"spring",-110.816814232929,45.0431485888997
"438","19-215","mule deer",2019-05-26,514967,4987215,"adult",2019,5,26,146,"spring",-110.809973900244,45.0382313971248
"439","19-219","elk",2019-05-21,527909,4989507,"yearling",2019,5,21,141,"spring",-110.645532897475,45.0584716428235
"440","19-223","elk",2019-05-24,528652,4977504,"young",2019,5,24,144,"spring",-110.636779793048,44.9503940961276
"441","19-224","elk",2019-06-04,528868,4983270,"young",2019,6,4,155,"spring",-110.633711337519,45.0022896209421
"442","19-229","elk",2019-06-01,536022,4982774,"young",2019,6,1,152,"spring",-110.542976641381,44.9974976079189
"443","19-230","elk",2019-05-25,528562,4979252,"young",2019,5,25,145,"spring",-110.637821722294,44.9661328882457
"444","19-236","elk",2019-06-08,524977,4982626,"young",2019,6,8,159,"spring",-110.683113033824,44.9966401398344
"445","19-239","mule deer",2019-06-10,516741,4982109,"young",2019,6,10,161,"spring",-110.787620703001,44.9922283000874
"446","19-241","marmot",2019-06-16,528334,4984485,"unk",2019,6,16,167,"spring",-110.640418384512,45.0132482615844
"447","19-242","elk",2019-06-13,524992,4983805,"young",2019,6,13,164,"spring",-110.682864183358,45.0072527172468
"448","19-246","mule deer",2019-06-12,515768,4989840,"yearling",2019,6,12,163,"spring",-110.799721745301,45.0618437294449
"449","19-247","porcupine",2019-05-23,536570,4989763,"adult",2019,5,23,143,"spring",-110.535515656086,45.0603816539965
"450","19-248","elk",2019-06-08,534491,4982719,"young",2019,6,8,159,"spring",-110.562404147357,44.9970785943595
"451","19-249","elk",2019-06-14,534405,4983077,"young",2019,6,14,165,"spring",-110.563470750132,45.0003053667538
"452","19-250","elk",2019-06-09,537592,4982619,"yearling",2019,6,9,160,"spring",-110.523069768302,44.9960209099755
"453","19-254","mule deer",2019-06-03,516972,4986921,"yearling",2019,6,3,154,"spring",-110.784527843489,45.0355396738405
"454","19-257","elk",2019-06-22,549686,4974762,"young",2019,6,22,173,"summer",-110.370415137916,44.9245527464699
"455","19-259","elk",2019-06-20,546469,4976504,"young",2019,6,20,171,"spring",-110.41101613802,44.9404508987122
"456","19-260",NA,2019-06-19,545060,4978854,"unk",2019,6,19,170,"spring",-110.428664148517,44.9616952595417
"457","19-261","elk",2019-06-21,525559,4979257,"young",2019,6,21,172,"summer",-110.675900137423,44.9662923081665
"458","19-263","elk",2019-06-26,522641,4983592,"young",2019,6,26,177,"summer",-110.712706371381,45.0054142782629
"459","19-264","elk",2019-06-25,521813,4984288,"young",2019,6,25,176,"summer",-110.723182634905,45.011705483333
"460","19-265","elk",2019-06-22,522541,4982500,"young",2019,6,22,173,"summer",-110.714024168529,44.9955874823473
"461","19-266","fox",2019-06-22,521571,4982871,"young",2019,6,22,173,"summer",-110.726314438588,44.9989573128588
"462","19-268","beaver",2019-06-26,543881,4978200,"old adult",2019,6,26,177,"summer",-110.443669393414,44.9558820403133
"463","19-272","mule deer",2019-06-26,529121,4975410,"adult",2019,6,26,177,"summer",-110.630955198511,44.9315251932244
"464","19-273","elk",2019-07-02,526743,4977513,"young",2019,7,2,183,"summer",-110.660979190345,44.9505495147766
"465","19-275","elk",2019-07-03,519545,4985558,"young",2019,7,3,184,"summer",-110.751914989909,45.0232039238625
"466","19-280","elk",2019-06-30,521272,4979385,"young",2019,6,30,181,"summer",-110.730255203189,44.9675858792022
"467","19-281","elk",2019-05-24,542647,4966884,"adult",2019,5,24,144,"spring",-110.460267576072,44.8540942051338
"468","19-282","elk",2019-06-18,542435,4966667,"young",2019,6,18,169,"spring",-110.462968644889,44.8521534706231
"469","19-283","elk",2019-06-17,542925,4965405,"young",2019,6,17,168,"spring",-110.456874545833,44.8407639157497
"470","19-284","elk",2019-05-24,542647,4966884,"young",2019,5,24,144,"spring",-110.460267576072,44.8540942051338
"471","19-291","elk",2019-07-08,556744,4973434,"young",2019,7,8,189,"summer",-110.281136969715,44.9120709345569
"472","19-294","elk",2018-10-17,571945,4958793,"old adult",2018,10,17,290,"fall",-110.090660208961,44.7789123611566
"473","19-340","coyote",2019-11-10,526822,4982707,"adult",2019,11,10,314,"fall",-110.659701323992,44.9973019359185
"474","19-345","elk",2019-11-10,539692,4984049,"adult",2019,11,10,314,"fall",-110.496315262779,45.0087787954556
"475","19-346","mule deer",2019-11-12,518201,4984152,"young",2019,11,12,316,"fall",-110.769025146988,45.0105831379565
"476","19-347","mule deer",2019-11-13,526453,4981962,"adult",2019,11,13,317,"fall",-110.66442199667,44.9906094619834
"477","19-353","mule deer",2019-11-18,528703,4983233,"adult",2019,11,18,322,"fall",-110.635806990823,45.0019632519058
"478","19-359","elk",2019-12-17,525850,4983430,"young",2019,12,17,351,"fall",-110.671996038222,45.0038463012351
"479","19-360","coyote",2019-11-22,528203,4980299,"adult",2019,11,22,326,"fall",-110.642315329327,44.9755721159239
